packet_count,byte_count,duration,avg_packet_size,mean_iat,var_iat,dst_ip,label
41,1198,3.03,146,0.07575,0.0045,192.168.1.45,0
11,1050,1.36,105,0.136,0.003499,192.168.1.32,0
28,1424,4.42,145,0.163704,0.000489,192.168.1.32,0
10,3414,4.81,148,0.534444,0.00026,192.168.1.39,0
40,3728,3.99,106,0.102308,0.009056,192.168.1.10,0
26,1592,2.54,59,0.1016,0.003473,192.168.1.7,0
11,3767,1.5,97,0.15,0.006501,192.168.1.19,0
47,3277,0.14,89,0.003043,0.004958,192.168.1.50,0
10,740,1.09,88,0.121111,0.005817,192.168.1.15,0
17,1581,2.93,61,0.183125,0.00705,192.168.1.50,0
49,4708,1.57,47,0.032708,0.008657,192.168.1.19,0
18589,571987,1.83,162,0.000327,2e-06,192.168.1.100,1
39,1162,3.05,72,0.080263,0.005023,192.168.1.20,0
27,4179,3.27,115,0.125769,0.003039,192.168.1.14,0
27,3218,1.71,149,0.065769,0.00567,192.168.1.13,0
18,1247,2.44,135,0.143529,0.002713,192.168.1.23,0
12,1254,3.61,143,0.328182,0.00715,192.168.1.35,0
26,940,1.17,98,0.0468,0.008541,192.168.1.49,0
39,1971,3.23,54,0.085,0.005063,192.168.1.29,0
18,3710,1.2,57,0.070588,0.006608,192.168.1.25,0
19,3809,1.15,83,0.063889,0.008648,192.168.1.26,0
21,1182,1.36,100,0.068,0.007259,192.168.1.31,0
19,1187,0.3,59,0.016667,0.001746,192.168.1.38,0
32,3524,3.41,139,0.11,0.006409,192.168.1.20,0
20,3715,3.84,58,0.202105,0.004378,192.168.1.36,0
26,4364,3.11,41,0.1244,0.008487,192.168.1.47,0
9,2526,0.17,89,0.02125,0.003105,192.168.1.40,0
25,4327,3.06,108,0.1275,0.005837,192.168.1.5,0
24,2907,0.81,113,0.035217,0.00048,192.168.1.43,0
45,3091,2.56,47,0.058182,0.008056,192.168.1.39,0
46,895,1.81,64,0.040222,0.001084,192.168.1.2,0
15,2552,1.98,71,0.141429,0.009246,192.168.1.37,0
43,3706,0.61,128,0.014524,0.002328,192.168.1.29,0
5513,963967,1.57,186,0.000148,4e-06,192.168.1.100,1
191,17113427,23.37,1341,0.219264,0.237857,10.0.0.3,1
26,742,2.31,103,0.0924,0.005183,192.168.1.9,0
14,1842,4.96,121,0.381538,0.009306,192.168.1.17,0
14,2438,4.58,134,0.352308,0.005499,192.168.1.27,0
21,954,2.82,120,0.141,0.009466,192.168.1.22,0
42,2802,2.28,115,0.05561,0.005149,192.168.1.35,0
34,2593,2.52,131,0.076364,0.000578,192.168.1.50,0
39,3707,3.73,140,0.098158,0.004202,192.168.1.32,0
12,817,3.54,125,0.321818,0.001861,192.168.1.49,0
27,1692,1.8,92,0.069231,0.009603,192.168.1.12,0
28,665,2.63,100,0.097407,0.006505,192.168.1.13,0
9,3843,3.07,54,0.38375,0.003677,192.168.1.15,0
31,2424,3.17,100,0.105667,0.005081,192.168.1.18,0
448,6135,0.52,58,0.001365,1.4e-05,192.168.1.48,1
226,9251835,22.65,1414,0.263526,0.496735,10.0.0.5,1
14,3852,4.34,129,0.333846,0.003231,192.168.1.22,0
500,7201,0.68,42,0.002431,1.2e-05,192.168.1.16,1
38,2038,2.19,109,0.059189,0.009576,192.168.1.41,0
26,374,4.95,129,0.198,0.006923,192.168.1.26,0
40,2433,1.65,115,0.042308,0.007241,192.168.1.31,0
40,3782,3.57,128,0.091538,0.004603,192.168.1.24,0
18,579,4.82,74,0.283529,0.006202,192.168.1.34,0
47,4915,2.35,84,0.051087,0.003295,192.168.1.20,0
14,1954,1.21,82,0.093077,0.004822,192.168.1.37,0
48,1424,4.85,83,0.103191,0.003215,192.168.1.3,0
18,2564,4.15,131,0.244118,0.006364,192.168.1.18,0
30,4065,3.19,80,0.11,0.006443,192.168.1.27,0
44,1419,3.03,81,0.070465,0.007978,192.168.1.42,0
15,4462,4.26,106,0.304286,0.001345,192.168.1.3,0
21,579,0.77,55,0.0385,0.00322,192.168.1.25,0
31,3013,1.47,114,0.049,0.008502,192.168.1.33,0
15,3284,0.77,149,0.055,0.003467,192.168.1.3,0
237,7565,0.53,41,0.003632,1e-06,192.168.1.66,1
8,3151,2.26,63,0.322857,0.009322,192.168.1.48,0
11,1923,2.44,113,0.244,0.003011,192.168.1.20,0
27,1520,0.3,102,0.011538,0.005114,192.168.1.24,0
33,4581,4.1,105,0.128125,0.001146,192.168.1.39,0
45,3805,0.81,129,0.018409,0.000842,192.168.1.48,0
47,2671,3.48,86,0.075652,0.003506,192.168.1.11,0
25,3426,4.53,118,0.18875,0.005961,192.168.1.32,0
41,3933,1.93,96,0.04825,0.005408,192.168.1.36,0
22,3941,0.8,81,0.038095,0.009379,192.168.1.9,0
32,1926,4.73,103,0.152581,0.008336,192.168.1.24,0
20,898,4.49,114,0.236316,0.009526,192.168.1.12,0
33,3712,2.14,75,0.066875,0.006964,192.168.1.27,0
17,2413,4.95,88,0.309375,0.001495,192.168.1.16,0
22,1459,4.09,78,0.194762,0.007753,192.168.1.45,0
43,4824,1.06,140,0.025238,0.004055,192.168.1.4,0
25,3981,1.22,138,0.050833,0.007023,192.168.1.26,0
15,699,2.79,149,0.199286,0.000936,192.168.1.30,0
445,5864001,42.83,1419,0.134427,0.209029,10.0.0.2,1
46,4435,0.94,58,0.020889,0.004969,192.168.1.18,0
50,442,4.96,41,0.101224,0.00517,192.168.1.41,0
8,2466,4.9,58,0.7,0.002413,192.168.1.45,0
45,3554,1.27,131,0.028864,0.008116,192.168.1.47,0
36,2877,2.52,120,0.072,0.004859,192.168.1.34,0
14,2693,0.22,108,0.016923,0.009818,192.168.1.26,0
7,788,2.53,112,0.421667,0.001564,192.168.1.20,0
29,2852,1.83,94,0.065357,0.000421,192.168.1.34,0
39,601,0.92,111,0.024211,0.009121,192.168.1.48,0
19,2802,2.18,56,0.121111,0.008653,192.168.1.29,0
31,1218,3.62,102,0.120667,0.004663,192.168.1.9,0
17,1636,2.34,119,0.14625,0.004071,192.168.1.2,0
23,314,4.47,150,0.203182,0.00142,192.168.1.21,0
29,2204,1.23,63,0.043929,0.00159,192.168.1.28,0
37,4383,0.96,62,0.026667,0.00377,192.168.1.40,0
209,1782,0.99,41,0.002048,5.7e-05,192.168.1.63,1
25,966,3.25,126,0.135417,0.003335,192.168.1.44,0
12,4295,0.56,110,0.050909,0.009487,192.168.1.2,0
10,4097,2.89,87,0.321111,0.004733,192.168.1.19,0
12,3915,0.92,114,0.083636,0.001729,192.168.1.28,0
18,1046,3.99,45,0.234706,0.007394,192.168.1.17,0
6,3074,1.28,49,0.256,0.006693,192.168.1.3,0
47,1568,3.46,78,0.075217,0.007878,192.168.1.34,0
44,3873,0.55,47,0.012791,0.006663,192.168.1.35,0
14,2957,2.38,109,0.183077,0.006716,192.168.1.44,0
35,2801,3.43,81,0.100882,0.000915,192.168.1.32,0
225,4057,0.98,60,0.000891,5.2e-05,192.168.1.55,1
23,1251,4.63,69,0.210455,0.002234,192.168.1.26,0
15,1875,2.7,108,0.192857,0.003515,192.168.1.42,0
12,1463,2.2,150,0.2,0.005266,192.168.1.8,0
34,2556,4.91,85,0.148788,0.003538,192.168.1.8,0
29,1074,3.33,123,0.118929,0.000167,192.168.1.24,0
16,3532,2.24,63,0.149333,0.006773,192.168.1.38,0
38,821,2.52,69,0.068108,0.000103,192.168.1.43,0
5,2154,3.53,127,0.8825,0.00576,192.168.1.34,0
12,2706,1.35,50,0.122727,0.009621,192.168.1.21,0
35,747,2.82,125,0.082941,0.008373,192.168.1.11,0
33,1647,4.04,141,0.12625,0.00923,192.168.1.25,0
7,3427,1.32,148,0.22,0.000922,192.168.1.44,0
12,4431,2.32,124,0.210909,0.002519,192.168.1.3,0
8,769,2.32,76,0.331429,0.001197,192.168.1.6,0
5,3620,2.84,116,0.71,0.002062,192.168.1.48,0
38,633,1.62,71,0.043784,0.00137,192.168.1.7,0
36,3783,1.17,111,0.033429,0.004985,192.168.1.13,0
8,3448,0.69,104,0.098571,0.006885,192.168.1.3,0
42,2835,3.36,121,0.081951,0.004105,192.168.1.44,0
36,2407,1.11,105,0.031714,0.007599,192.168.1.29,0
41,952,0.72,108,0.018,0.003231,192.168.1.16,0
13,3064,0.42,149,0.035,0.008336,192.168.1.32,0
22,3097,3.66,65,0.174286,0.001363,192.168.1.8,0
34,1048,3.67,118,0.111212,0.000401,192.168.1.12,0
5277,814520,1.6,153,0.000387,7e-06,192.168.1.100,1
43,2564,2.16,91,0.051429,0.008966,192.168.1.14,0
36,4690,1.96,96,0.056,0.003995,192.168.1.41,0
41,995,3.97,43,0.09925,0.007388,192.168.1.29,0
49,2493,3.14,148,0.065417,0.009324,192.168.1.26,0
12,1715,0.96,108,0.087273,0.009929,192.168.1.8,0
8,2143,3.17,118,0.452857,0.009753,192.168.1.15,0
5,1240,1.3,150,0.325,0.006257,192.168.1.48,0
49,1636,1.89,125,0.039375,0.006728,192.168.1.40,0
35,3600,4.3,122,0.126471,0.008693,192.168.1.48,0
19,2683,3.07,41,0.170556,0.007488,192.168.1.41,0
16,1856,1.11,113,0.074,0.00631,192.168.1.3,0
24,767,1.84,89,0.08,0.004593,192.168.1.27,0
21,2190,0.85,125,0.0425,0.008392,192.168.1.18,0
39,2305,4.69,84,0.123421,0.007007,192.168.1.5,0
41,3760,2.0,62,0.05,0.009088,192.168.1.32,0
13,800,1.04,140,0.086667,0.004045,192.168.1.41,0
25,4613,1.09,60,0.045417,0.007862,192.168.1.27,0
22,3099,2.01,65,0.095714,0.006316,192.168.1.36,0
34,3905,1.21,129,0.036667,0.008768,192.168.1.23,0
10,3395,2.0,85,0.222222,0.003849,192.168.1.38,0
33,3566,3.28,124,0.1025,0.009064,192.168.1.5,0
30,2609,3.85,130,0.132759,0.008346,192.168.1.18,0
27,2372,2.1,142,0.080769,0.001528,192.168.1.48,0
9,2170,1.23,94,0.15375,0.001831,192.168.1.30,0
26,766,2.87,93,0.1148,0.004238,192.168.1.49,0
44,1214,1.43,67,0.033256,0.008371,192.168.1.44,0
6,2972,1.06,86,0.212,0.009761,192.168.1.20,0
8,2800,3.03,140,0.432857,0.000771,192.168.1.44,0
8,2441,4.72,113,0.674286,0.006011,192.168.1.2,0
15,1923,4.89,88,0.349286,0.006184,192.168.1.32,0
8,4223,4.1,125,0.585714,0.004342,192.168.1.17,0
19,2701,1.06,50,0.058889,0.002246,192.168.1.48,0
22,395,3.32,88,0.158095,0.00253,192.168.1.27,0
22,1151,4.66,44,0.221905,0.00143,192.168.1.15,0
50,653,3.8,81,0.077551,0.001417,192.168.1.50,0
21,2961,1.56,103,0.078,0.000592,192.168.1.20,0
40,3294,2.03,74,0.052051,0.002407,192.168.1.47,0
24,3892,1.83,112,0.079565,0.003936,192.168.1.46,0
15,3838,2.27,100,0.162143,0.007868,192.168.1.23,0
50,2070,1.59,47,0.032449,0.004133,192.168.1.2,0
44,946,4.73,78,0.11,0.002346,192.168.1.17,0
26,2813,2.96,120,0.1184,0.000693,192.168.1.4,0
44,4868,2.0,66,0.046512,0.004242,192.168.1.38,0
24,560,1.08,124,0.046957,0.003815,192.168.1.25,0
44,2934,4.87,122,0.113256,0.005822,192.168.1.5,0
32,3956,2.42,107,0.078065,0.007346,192.168.1.21,0
36,3760,4.53,68,0.129429,0.00886,192.168.1.16,0
18,1566,4.73,70,0.278235,0.000111,192.168.1.38,0
46,411,4.54,40,0.100889,0.006515,192.168.1.12,0
12,1288,4.81,140,0.437273,0.000144,192.168.1.7,0
14,3858,1.64,131,0.126154,0.00286,192.168.1.11,0
13,569,1.99,41,0.165833,0.000168,192.168.1.34,0
28,1060,4.63,130,0.171481,0.004269,192.168.1.32,0
25,2601,0.26,108,0.010833,0.003164,192.168.1.31,0
29,3041,3.52,112,0.125714,0.007189,192.168.1.23,0
16,764,4.45,129,0.296667,0.006773,192.168.1.30,0
24,722,2.16,81,0.093913,0.002195,192.168.1.9,0
43,3238,1.42,79,0.03381,0.001388,192.168.1.42,0
8,1762,3.14,111,0.448571,0.004744,192.168.1.16,0
49,1797,4.57,57,0.095208,0.002944,192.168.1.18,0
41,3829,1.94,64,0.0485,0.008335,192.168.1.12,0
33,1659,1.3,76,0.040625,0.001948,192.168.1.31,0
28,3054,2.7,141,0.1,0.000877,192.168.1.34,0
45,1226,3.25,96,0.073864,0.006244,192.168.1.3,0
15,4627,1.62,104,0.115714,0.0047,192.168.1.44,0
13,3924,3.88,90,0.323333,0.004001,192.168.1.19,0
22,4920,1.04,124,0.049524,0.005119,192.168.1.26,0
45,3498,4.36,56,0.099091,0.006819,192.168.1.22,0
6,404,2.06,94,0.412,0.008724,192.168.1.31,0
42,4400,2.86,68,0.069756,0.008595,192.168.1.26,0
20,4600,2.16,65,0.113684,0.000668,192.168.1.19,0
6,709,4.04,90,0.808,0.003436,192.168.1.25,0
28,2039,0.11,148,0.004074,0.005255,192.168.1.12,0
29,4424,1.04,134,0.037143,0.005268,192.168.1.29,0
35,3598,4.44,51,0.130588,0.001667,192.168.1.29,0
12,2791,1.29,51,0.117273,0.005176,192.168.1.29,0
43,3534,3.9,50,0.092857,0.000187,192.168.1.20,0
50,3137,3.15,112,0.064286,0.0094,192.168.1.25,0
23,1446,1.04,142,0.047273,0.000605,192.168.1.22,0
38,2085,2.67,87,0.072162,0.009264,192.168.1.23,0
48,3638,4.33,70,0.092128,0.006363,192.168.1.8,0
18,1985,3.13,94,0.184118,0.00796,192.168.1.2,0
26,487,4.08,119,0.1632,0.003393,192.168.1.50,0
11,1054,1.39,47,0.139,0.009256,192.168.1.41,0
46,4526,0.25,58,0.005556,0.008498,192.168.1.39,0
19,934,0.92,76,0.051111,0.005948,192.168.1.49,0
49,3184,3.79,60,0.078958,0.001941,192.168.1.37,0
10,4922,3.93,137,0.436667,0.007307,192.168.1.32,0
50,1516,4.88,88,0.099592,0.002981,192.168.1.42,0
49,2850,4.26,40,0.08875,0.00786,192.168.1.30,0
166,2374,0.53,51,0.004355,6.4e-05,192.168.1.220,1
16,2468,0.69,80,0.046,0.009878,192.168.1.45,0
113,7539,0.12,60,0.003242,8.9e-05,192.168.1.176,1
46,974,1.6,119,0.035556,0.004567,192.168.1.8,0
12,506,3.13,84,0.284545,0.004482,192.168.1.31,0
19105,1685226,1.44,108,0.000287,2e-06,192.168.1.100,1
44,4328,2.22,41,0.051628,0.007386,192.168.1.25,0
28,2765,2.94,134,0.108889,0.001011,192.168.1.18,0
132,15900798,39.81,1388,0.318285,0.7655,10.0.0.9,1
36,974,0.91,66,0.026,0.008509,192.168.1.22,0
16,586,1.47,97,0.098,0.00719,192.168.1.37,0
36,1679,0.61,125,0.017429,0.004269,192.168.1.26,0
7,3110,1.98,52,0.33,0.006538,192.168.1.48,0
49,1081,0.23,84,0.004792,0.001801,192.168.1.22,0
43,798,1.57,119,0.037381,0.008212,192.168.1.2,0
24,2984,1.71,64,0.074348,0.003504,192.168.1.34,0
11,3685,4.82,67,0.482,0.007549,192.168.1.40,0
25,1715,3.74,79,0.155833,0.003115,192.168.1.49,0
43,3365,0.97,97,0.023095,0.000686,192.168.1.42,0
23,3450,1.42,50,0.064545,0.004549,192.168.1.15,0
17,4409,4.47,47,0.279375,0.009827,192.168.1.40,0
8,1618,0.19,149,0.027143,0.002871,192.168.1.41,0
43,557,2.57,150,0.06119,0.006003,192.168.1.50,0
42,904,4.1,101,0.1,0.001722,192.168.1.36,0
31,4819,3.65,138,0.121667,0.009381,192.168.1.20,0
33,4763,4.79,150,0.149688,0.006247,192.168.1.17,0
26,2367,2.34,68,0.0936,0.008674,192.168.1.29,0
10,2715,1.32,144,0.146667,0.003307,192.168.1.48,0
36,4146,2.15,67,0.061429,0.000824,192.168.1.49,0
5,836,2.64,86,0.66,0.006349,192.168.1.14,0
5,1225,3.92,129,0.98,0.004945,192.168.1.44,0
21,946,4.02,105,0.201,0.000436,192.168.1.18,0
6,1513,2.49,57,0.498,0.006447,192.168.1.32,0
40,3297,1.1,92,0.028205,0.006371,192.168.1.50,0
24,2266,4.56,142,0.198261,0.005228,192.168.1.16,0
20,1711,4.45,124,0.234211,0.003703,192.168.1.27,0
16,2597,2.35,106,0.156667,0.005006,192.168.1.29,0
46,1114,0.53,56,0.011778,0.007178,192.168.1.19,0
12,765,0.34,97,0.030909,0.004113,192.168.1.12,0
8,3087,0.6,60,0.085714,0.005043,192.168.1.4,0
10,1116,4.0,76,0.444444,0.000747,192.168.1.8,0
27,2056,2.38,44,0.091538,0.005885,192.168.1.39,0
15,4173,4.35,45,0.310714,0.0099,192.168.1.39,0
28,1526,0.85,111,0.031481,0.003952,192.168.1.8,0
17384,802140,1.72,58,0.000302,4e-06,192.168.1.100,1
23,2306,1.58,72,0.071818,0.003653,192.168.1.4,0
45,1767,0.86,43,0.019545,0.00651,192.168.1.44,0
31,951,1.35,77,0.045,0.009849,192.168.1.9,0
45,3710,0.94,61,0.021364,0.007745,192.168.1.30,0
40,747,0.85,57,0.021795,0.001121,192.168.1.19,0
10,4060,4.84,133,0.537778,0.005313,192.168.1.35,0
46,918,3.4,132,0.075556,0.007461,192.168.1.45,0
10,4846,0.31,110,0.034444,0.007784,192.168.1.47,0
28,4665,1.49,125,0.055185,0.005796,192.168.1.13,0
48,4442,2.89,48,0.061489,0.001962,192.168.1.15,0
341,12772361,27.35,1066,0.251611,0.696552,10.0.0.10,1
36,2266,4.97,93,0.142,0.001667,192.168.1.17,0
19,2372,4.46,71,0.247778,0.001369,192.168.1.27,0
15732,1711240,1.77,178,0.000171,8e-06,192.168.1.100,1
34,3884,4.12,135,0.124848,0.009039,192.168.1.50,0
20,2954,0.46,68,0.024211,0.002392,192.168.1.45,0
44,3093,3.69,53,0.085814,0.003064,192.168.1.49,0
31,3754,0.91,128,0.030333,0.004442,192.168.1.22,0
159,2895,0.31,57,0.000842,8.1e-05,192.168.1.56,1
34,938,4.27,55,0.129394,0.009027,192.168.1.14,0
27,1820,0.2,48,0.007692,0.005173,192.168.1.17,0
8,2666,2.4,65,0.342857,0.006969,192.168.1.32,0
16,1816,3.88,74,0.258667,0.00542,192.168.1.38,0
25,3542,1.49,117,0.062083,0.004228,192.168.1.16,0
21,1554,4.33,91,0.2165,0.006279,192.168.1.2,0
48,843,3.59,141,0.076383,0.009308,192.168.1.26,0
43,657,4.91,120,0.116905,0.000412,192.168.1.7,0
21,2294,2.79,56,0.1395,0.001124,192.168.1.30,0
29,2680,3.77,139,0.134643,0.005305,192.168.1.19,0
213,6634761,52.86,1201,0.2389,0.416274,10.0.0.6,1
47,2768,3.62,93,0.078696,0.009449,192.168.1.37,0
17100,1644047,1.43,83,9e-05,2e-06,192.168.1.100,1
23,4503,1.04,75,0.047273,0.003651,192.168.1.46,0
25,4283,3.63,73,0.15125,0.005635,192.168.1.23,0
10,2336,2.11,138,0.234444,0.008374,192.168.1.37,0
12978,1750332,0.55,107,3.7e-05,6e-06,192.168.1.100,1
22,325,2.48,59,0.118095,0.004852,192.168.1.40,0
27,2863,3.61,43,0.138846,0.007252,192.168.1.26,0
48,2049,1.75,112,0.037234,0.001717,192.168.1.39,0
31,4912,2.91,113,0.097,0.009033,192.168.1.50,0
39,3625,1.23,141,0.032368,0.008206,192.168.1.3,0
33,3095,1.91,83,0.059687,0.002425,192.168.1.35,0
15,1920,4.53,55,0.323571,0.00843,192.168.1.50,0
36,2197,2.61,124,0.074571,0.000553,192.168.1.8,0
31,3978,3.11,147,0.103667,0.005849,192.168.1.46,0
29,1944,3.67,76,0.131071,0.008465,192.168.1.38,0
17,2053,2.88,109,0.18,0.006017,192.168.1.38,0
47,3729,1.28,134,0.027826,0.007559,192.168.1.2,0
35,829,1.53,103,0.045,0.006836,192.168.1.19,0
23,1410,0.49,134,0.022273,0.003099,192.168.1.31,0
46,1829,3.11,64,0.069111,0.002717,192.168.1.20,0
38,467,3.95,54,0.106757,0.00127,192.168.1.38,0
11,3377,3.18,54,0.318,0.004867,192.168.1.28,0
35,2391,1.86,82,0.054706,0.00555,192.168.1.30,0
13,3702,0.95,45,0.079167,0.000815,192.168.1.2,0
30,3998,3.62,93,0.124828,0.004182,192.168.1.2,0
48,4239,3.84,67,0.081702,0.005137,192.168.1.27,0
41,3126,0.2,139,0.005,0.008446,192.168.1.29,0
50,4579,1.71,143,0.034898,0.001245,192.168.1.36,0
14002,1687273,1.25,117,0.000149,5e-06,192.168.1.100,1
27,3238,0.28,60,0.010769,0.006265,192.168.1.49,0
26,2473,4.35,44,0.174,0.002799,192.168.1.29,0
19,3399,3.47,95,0.192778,0.002476,192.168.1.17,0
41,512,0.13,95,0.00325,0.001374,192.168.1.32,0
28,3991,2.3,50,0.085185,0.005665,192.168.1.34,0
5,1879,2.16,76,0.54,0.007545,192.168.1.10,0
42,2407,4.68,139,0.114146,0.002384,192.168.1.24,0
5749,1884733,0.69,143,0.000203,2e-06,192.168.1.100,1
27,3052,3.98,113,0.153077,0.006271,192.168.1.27,0
24,2398,4.86,62,0.211304,0.009158,192.168.1.12,0
28,484,1.79,125,0.066296,0.007687,192.168.1.49,0
40,4030,2.03,53,0.052051,0.007792,192.168.1.41,0
50,4419,4.71,52,0.096122,0.003146,192.168.1.19,0
45,319,2.49,57,0.056591,0.003623,192.168.1.18,0
43,539,3.79,54,0.090238,0.008881,192.168.1.34,0
47,1865,3.72,142,0.08087,0.004794,192.168.1.10,0
24,4141,0.83,104,0.036087,0.009097,192.168.1.38,0
12,885,0.64,134,0.058182,0.008643,192.168.1.31,0
16,4810,2.59,119,0.172667,0.005487,192.168.1.19,0
16,2827,2.21,125,0.147333,0.005416,192.168.1.9,0
28,1955,4.31,115,0.15963,0.003731,192.168.1.36,0
37,3716,2.59,137,0.071944,0.002208,192.168.1.34,0
22,4109,4.05,47,0.192857,0.005763,192.168.1.35,0
37,1419,3.68,106,0.102222,0.005449,192.168.1.12,0
7,2204,3.4,84,0.566667,0.009807,192.168.1.18,0
16,4132,1.3,121,0.086667,0.006313,192.168.1.3,0
30,4312,2.19,102,0.075517,0.002301,192.168.1.12,0
12,3375,3.29,59,0.299091,0.005906,192.168.1.41,0
42,4430,3.24,138,0.079024,0.007876,192.168.1.6,0
50,1677,4.26,50,0.086939,0.003164,192.168.1.17,0
40,2426,1.94,88,0.049744,0.001964,192.168.1.47,0
35,1932,0.34,145,0.01,0.005632,192.168.1.4,0
24,2752,3.71,85,0.161304,0.001694,192.168.1.5,0
16,2941,3.04,115,0.202667,0.000528,192.168.1.20,0
31,3227,2.17,56,0.072333,0.009392,192.168.1.6,0
214,15299063,12.02,1416,0.499541,0.820523,10.0.0.3,1
13,3176,1.99,138,0.165833,0.007382,192.168.1.37,0
32,2043,1.03,131,0.033226,0.000967,192.168.1.13,0
31,2374,4.2,136,0.14,0.004484,192.168.1.18,0
32,394,1.31,59,0.042258,0.007435,192.168.1.8,0
11,3458,4.39,70,0.439,0.00755,192.168.1.25,0
16,1244,4.66,52,0.310667,0.008212,192.168.1.22,0
38,3535,3.84,110,0.103784,0.003901,192.168.1.35,0
6,3378,1.72,119,0.344,0.004302,192.168.1.46,0
37,3432,3.62,121,0.100556,0.009348,192.168.1.29,0
20,1253,3.36,68,0.176842,0.005921,192.168.1.33,0
12,1951,4.4,125,0.4,0.006404,192.168.1.21,0
44,1659,1.99,92,0.046279,0.003531,192.168.1.48,0
10557,658144,1.43,109,0.000238,8e-06,192.168.1.100,1
18,3062,4.53,57,0.266471,0.007384,192.168.1.17,0
326,11324905,16.91,1442,0.435802,0.603988,10.0.0.3,1
38,616,3.7,123,0.1,0.008257,192.168.1.22,0
10,968,0.58,123,0.064444,0.001615,192.168.1.13,0
25,4710,0.6,113,0.025,0.003525,192.168.1.14,0
50,3975,4.39,78,0.089592,0.002098,192.168.1.15,0
20,3990,1.91,96,0.100526,0.002624,192.168.1.34,0
11,923,1.01,130,0.101,0.008917,192.168.1.42,0
45,2826,0.12,63,0.002727,0.003036,192.168.1.42,0
17,2622,1.12,117,0.07,0.005272,192.168.1.36,0
29,3904,4.61,102,0.164643,0.001459,192.168.1.9,0
15,1505,1.96,141,0.14,0.007358,192.168.1.2,0
34,4761,0.44,53,0.013333,0.001213,192.168.1.14,0
15,355,0.43,149,0.030714,0.008737,192.168.1.10,0
40,960,0.38,150,0.009744,0.00068,192.168.1.4,0
23,2830,3.66,143,0.166364,0.003701,192.168.1.26,0
37,2938,0.76,127,0.021111,0.000271,192.168.1.9,0
39,3517,1.73,45,0.045526,0.008926,192.168.1.49,0
30,1475,1.7,138,0.058621,0.009708,192.168.1.21,0
38,2380,1.4,74,0.037838,0.004736,192.168.1.50,0
45,3992,4.7,99,0.106818,0.001929,192.168.1.40,0
45,4500,1.59,143,0.036136,0.000376,192.168.1.38,0
39,3055,0.7,75,0.018421,0.007202,192.168.1.47,0
11,4642,3.1,84,0.31,0.000468,192.168.1.37,0
5,3802,1.01,127,0.2525,0.006568,192.168.1.20,0
10,4632,2.09,141,0.232222,0.002234,192.168.1.25,0
37,3560,3.68,123,0.102222,0.003195,192.168.1.16,0
15743,533487,1.16,127,0.000482,1e-06,192.168.1.100,1
28,851,1.87,41,0.069259,0.004124,192.168.1.49,0
50,4309,3.9,75,0.079592,0.007806,192.168.1.2,0
47,2202,4.53,54,0.098478,0.001756,192.168.1.36,0
33,550,4.51,47,0.140937,0.003596,192.168.1.34,0
22,4008,4.85,95,0.230952,0.002084,192.168.1.50,0
14,2147,1.89,65,0.145385,0.008107,192.168.1.6,0
35,379,3.71,51,0.109118,0.000659,192.168.1.38,0
26,3096,3.4,142,0.136,0.00247,192.168.1.18,0
14,4022,4.2,126,0.323077,0.003889,192.168.1.41,0
46,1552,3.01,85,0.066889,0.005949,192.168.1.38,0
7,445,4.0,77,0.666667,0.006288,192.168.1.43,0
28,1452,0.33,127,0.012222,0.008946,192.168.1.13,0
19125,776207,1.26,98,0.00035,1e-06,192.168.1.100,1
46,3836,3.91,137,0.086889,0.007322,192.168.1.36,0
36,921,4.15,53,0.118571,0.009148,192.168.1.6,0
205,8565723,25.21,1174,0.479804,0.464725,10.0.0.3,1
34,1807,4.78,99,0.144848,0.002902,192.168.1.40,0
6,1887,3.65,119,0.73,0.000876,192.168.1.50,0
15,1560,2.02,86,0.144286,0.005725,192.168.1.43,0
34,4537,1.75,67,0.05303,0.00266,192.168.1.9,0
19264,673311,0.68,91,0.000315,7e-06,192.168.1.100,1
9,2655,4.99,75,0.62375,0.009966,192.168.1.16,0
38,4414,1.83,76,0.049459,0.008713,192.168.1.39,0
49,3448,3.27,143,0.068125,0.003148,192.168.1.46,0
23,608,2.14,66,0.097273,0.00793,192.168.1.11,0
33,4800,2.82,115,0.088125,0.00954,192.168.1.25,0
18,4640,3.64,110,0.214118,0.003475,192.168.1.27,0
39,4996,3.41,118,0.089737,0.007654,192.168.1.44,0
29,2917,3.21,69,0.114643,0.002626,192.168.1.49,0
6,4374,4.54,145,0.908,0.003125,192.168.1.12,0
13,3747,2.51,123,0.209167,0.005587,192.168.1.24,0
28,3167,1.9,66,0.07037,0.007122,192.168.1.31,0
40,3935,4.91,148,0.125897,0.006421,192.168.1.38,0
28,3202,2.3,96,0.085185,0.009233,192.168.1.29,0
43,993,0.51,82,0.012143,0.002224,192.168.1.50,0
14,1138,4.61,63,0.354615,0.006882,192.168.1.44,0
13,3111,1.26,108,0.105,0.004775,192.168.1.22,0
15,4141,3.1,82,0.221429,0.001939,192.168.1.10,0
41,4727,4.46,134,0.1115,0.007281,192.168.1.37,0
27,1707,4.47,110,0.171923,0.001724,192.168.1.30,0
29,1030,3.18,77,0.113571,0.007314,192.168.1.21,0
20,1141,1.54,93,0.081053,0.004811,192.168.1.25,0
35,1695,3.77,149,0.110882,0.001255,192.168.1.40,0
19,350,2.61,55,0.145,0.004619,192.168.1.28,0
